wv,intens
4989.459022999999,1.0015228319173461
4989.470168,1.0206331120072654
4989.481313,1.0212086863485952
4989.492456,1.017047953695386
4989.5036,1.0191000901388403
4989.514742,1.0220368470984866
4989.525884000001,1.0077759545136
4989.537025,1.029021676595259
4989.548166,0.9870565027994374
4989.559306,1.0000616151528607
4989.570445,1.0114587806290274
4989.5815840000005,1.0045937156846554
4989.592723,1.014658878514331
4989.60386,1.0155131809903726
4989.614997,0.9992705648901009
4989.626133,0.9825423882508026
4989.637269,0.9757508889092993
4989.648404,0.9624543626750589
4989.659539,0.9499586618939054
4989.670673,0.9388811442266128
4989.6818060000005,0.8867881640132876
4989.6929390000005,0.8760914437098765
4989.704071,0.808647506885239
4989.715202,0.7640169039890422
4989.726333,0.6876783569721466
4989.737463,0.6008529067853098
4989.748593,0.5337835226659878
4989.759722,0.4534565867812997
4989.77085,0.4136554448380281
4989.781978,0.36060761773688776
4989.793105,0.34721622821591225
4989.804232,0.35429311457635554
4989.815358,0.41210894182275265
4989.826483,0.4630011006068439
4989.837607,0.5340815527144733
4989.848732,0.6136896506995327
4989.859855,0.6807396211680816
4989.870978,0.7396989550245802
4989.8821,0.7685596996587952
4989.893222,0.8135444088175685
4989.904343,0.8194428223310826
4989.915463,0.8103940750585773
4989.9265829999995,0.7868574673525204
4989.937702,0.7440335061010561
4989.9488200000005,0.7094880030797229
4989.959938,0.6882158518733762
4989.971055,0.662321779796961
4989.982172,0.6782121857913205
4989.993288000001,0.7038262578845271
4990.004404,0.7301943618625751
4990.015518,0.7848059743126585
4990.0266329999995,0.8274380984543713
4990.037746,0.8824642743983347
4990.048859,0.9034934789099839
4990.059972,0.9294202722577934
4990.071083,0.935040156355129
4990.082195,0.955641298399856
4990.093304999999,0.979727870978097
4990.104415,0.9814396939001908
4990.115524,0.9803910346037261
4990.126633,0.9936225560796955
4990.137741,0.9687041502540558
4990.148848,0.9848558534645648
4990.159955,0.98619672074186
4990.171061,0.9871378942898524
4990.182167,0.9972026483020066
4990.1932719999995,0.988429947222421
4990.204376,1.0039568843518296
4990.21548,0.9907191958928012
4990.226583,0.991444691364276
4990.237686,0.9949835296722941
4990.248788,0.9802260522450009
4990.259889,1.002861692612205
4990.27099,0.9956289604206245
4990.28209,0.9935492277984249
4990.293189,0.9822559540708538
4990.304288,0.9955219904496572
4990.315386,0.9842375900703485
4990.326484,0.99018293132766
4990.337581000001,0.9882896778644764
4990.348677,0.970087679965824
4990.359772999999,0.9736177462049073
4990.370868,0.9558829706146488
4990.381963,0.9363197007691147
4990.393057,0.9465985582571674
4990.40415,0.9789534855877726
4990.415243,0.9639652969074388
4990.426335,0.974116946719187
4990.437427000001,0.9715620959554963
4990.448517,0.984727414007752
4990.459608,1.0002515566799823
4990.470697,1.002871978939566
4990.481786,1.002336215057476
4990.492875,0.9976996947344131
4990.503963,1.0158007645803153
4990.51505,1.0067940660210561
4990.5261359999995,0.9949551337582704
4990.537222,1.004465610621387
4990.548307999999,1.0012507263272679
4990.559392,0.9961975265018219
4990.570477,0.9940170336938162
4990.5815600000005,1.0050272121034498
4990.592643,1.0071383458865892
4990.603725,1.0017814619255114
4990.614807,1.005786374129774
4990.6258880000005,0.9883494573108877
4990.636968,1.0007478796136549
4990.648048,0.9916767832002963
4990.659128,0.9841051637369236
4990.670206000001,0.9893373848497823
4990.681284,0.9882819168618606
4990.692362,0.9839971563589434
4990.7034380000005,0.9834576146642001
4990.714515,0.9577333752274212
4990.72559,0.9688942393869919
4990.736664999999,0.9602496072127132
4990.747739,0.9679381624010315
4990.758813,0.9364281483429984
4990.769886,0.9357207882302756
4990.780959000001,0.9320074546518542
4990.792031,0.9365401183219235
4990.803102000001,0.9362245273563827
4990.814172,0.9362775124475126
4990.825242,0.963135826732101
4990.836311999999,0.9641004422583885
4990.8473810000005,0.9394304896105109
4990.858449,0.9694172708783895
4990.869516,0.9648153107240063
4990.880583,0.975891480932705
4990.89165,0.9736918144423474
4990.902716,0.9934737971998445
4990.913781,0.9698738758754917
4990.9248450000005,0.9946318304409348
4990.935909000001,0.9821002482754373
4990.946973,0.9808875367957716
4990.958035000001,0.9810015084474495
4990.969097,0.9879942553219043
4990.980159000001,0.9802917366609993
4990.99122,0.9791013380031425
4991.00228,0.9873768540091615
4991.0133399999995,0.9892003441773177
4991.024399,0.9825746230105121
4991.035457,0.9917272615072242
4991.046515,0.9966676015104778
4991.057572,0.992510290571645
4991.068629,1.0023380152233965
4991.079685,0.9862010446697757
4991.09074,1.0043816106151575
4991.1017950000005,1.0009586807369069
4991.112849,1.0075489924465342
4991.123902,1.0020914072622311
4991.1349549999995,1.0033288017251343
4991.146007,0.9968501225103261
4991.157059,0.9830159029320942
4991.1681100000005,0.9835558700536389
4991.179161,0.9608322764610021
4991.190211,0.9667640053868148
4991.20126,0.9513064510925869
4991.212308,0.9196233803936494
4991.223357,0.8764345258286731
4991.234404,0.8459374893555016
4991.245451,0.7948226840647594
4991.256497,0.7372626804099237
4991.267543,0.7009756593932004
4991.278587,0.6737904933849183
4991.289632,0.6515041690787186
4991.300676,0.6770300534664911
4991.311718999999,0.7047519241195198
4991.322761,0.7324170892447293
4991.333803,0.7876414711399681
