wv,removed
4656.85629,0.987685792
4656.86826,0.987180402
4656.88022,0.978540234
4656.89219,0.961802981
4656.90415,0.940982089
4656.91612,0.907191748
4656.92809,0.852217009
4656.94005,0.785036818
4656.95202,0.706043395
4656.96399,0.653648991
4656.97595,0.620896289
4656.98792,0.630514238
4656.99988,0.677322712
4657.01185,0.74045199
4657.02382,0.819538699
4657.03578,0.88042891
4657.04775,0.9203307
4657.05972,0.950613274
4657.07169,0.965646828
4657.08365,0.974300189
4657.09562,0.98187568
4657.10759,0.969441624
4657.11955,0.938829048
4657.13152,0.909721157
4657.14349,0.849557149
4657.15546,0.749845892
4657.16742,0.656032368
4657.17939,0.551348609
4657.19136,0.479835642
4657.20333,0.443815306
4657.21529,0.471539736
4657.22726,0.557732325
4657.23923,0.660377428
4657.2512,0.76198114
4657.26316,0.840549468
4657.27513,0.9027947
4657.2871,0.946997589
4657.29907,0.965493244
4657.31104,0.965417396
4657.32301,0.969553384
4657.33497,0.960493202
4657.34694,0.961251233
4657.35891,0.957727456
4657.37088,0.949270194
4657.38285,0.956270542
4657.39482,0.949247814
4657.40678,0.948733813
4657.41875,0.965379451
4657.43072,0.961854322
4657.44269,0.969530023
4657.45466,0.969843114
4657.46663,0.961055737
4657.4786,0.960049198
4657.49057,0.963649084
4657.50254,0.960111876
4657.51451,0.94233654
4657.52647,0.916458415
4657.53844,0.862839391
4657.55041,0.794142781
4657.56238,0.722040561
4657.57435,0.64866571
4657.58632,0.625727774
4657.59829,0.637054678
4657.61026,0.710246266
4657.62223,0.784462931
4657.6342,0.849718142
4657.64617,0.908403569
4657.65814,0.947575902
4657.67011,0.971019934
4657.68208,0.975483912
4657.69405,0.995130006
4657.70602,0.999437287
4657.71799,1.00398003
4657.72996,1.004596458
4657.74193,0.998700415
4657.7539,1.001019105
4657.76587,1.001054341
4657.77784,0.996277271
4657.78981,0.990517096
4657.80178,0.973943234
4657.81376,0.980029911
4657.82573,0.968284713
4657.8377,0.966228962
4657.84967,0.963801515
4657.86164,0.968398067
4657.87361,0.967552546
4657.88558,0.974031247
4657.89755,0.977719844
4657.90952,0.991180166
4657.9215,0.994699709
4657.93347,0.992171019
4657.94544,0.997791099
4657.95741,0.993645604
4657.96938,0.987255837
4657.98135,0.987757697
4657.99332,0.982983037
4658.0053,0.972455753
4658.01727,0.97791115
4658.02924,0.970558433
4658.04121,0.977897706
4658.05318,0.972421253
4658.06516,0.987228805
4658.07713,0.984408364
4658.0891,0.993086129
4658.10107,0.984687319
4658.11304,0.997988386
4658.12502,0.996250422
4658.13699,0.990884432
4658.14896,0.978965797
4658.16093,0.996823038
4658.17291,0.985033506
4658.18488,0.990975214
4658.19685,0.981664531
4658.20882,0.982994015
4658.2208,0.977597475
4658.23277,0.961847463
4658.24474,0.933592491
4658.25672,0.896745098
4658.26869,0.863267911
4658.28066,0.828103063
4658.29264,0.801130485
4658.30461,0.794851486
4658.31658,0.826178787
4658.32856,0.866310779
4658.34053,0.906754271
4658.3525,0.932979276
4658.36448,0.944282796
4658.37645,0.95912891
4658.38842,0.984341105
4658.4004,0.980962521
4658.41237,0.983221249
4658.42435,0.980101996
4658.43632,0.968641077
4658.44829,0.979398603
4658.46027,0.956640604
4658.47224,0.957453061
4658.48422,0.953459325
4658.49619,0.962234519
4658.50816,0.959391524
4658.52014,0.963651366
4658.53211,0.961216926
4658.54409,0.963244756
4658.55606,0.968942636
4658.56804,0.965436537
4658.58001,0.954348184
4658.59199,0.959315876
4658.60396,0.954309096
4658.61594,0.942789901
4658.62791,0.947361028
4658.63989,0.945987627
4658.65186,0.946472636
4658.66384,0.943380756
4658.67581,0.956772893
4658.68779,0.947990793
4658.69976,0.944713109
4658.71174,0.947363529
4658.72371,0.952162968
4658.73569,0.951543459
4658.74766,0.945993166
4658.75964,0.950024377
4658.77162,0.950753318
4658.78359,0.943907918
4658.79557,0.94619846
4658.80754,0.940447614
4658.81952,0.940981825
4658.83149,0.939462492
4658.84347,0.932099553
4658.85545,0.932399738
4658.86742,0.935106019
4658.8794,0.932632547
4658.89138,0.929164667
4658.90335,0.936439064
4658.91533,0.941085228
4658.9273,0.942809669
4658.93928,0.958709313
4658.95126,0.955701846
4658.96323,0.965098186
4658.97521,0.96884996
4658.98719,0.982473791
4658.99916,0.974418854
4659.01114,0.974769963
4659.02312,0.977899745
4659.0351,0.983228039
4659.04707,0.982045597
4659.05905,0.976306432
4659.07103,0.978609328
4659.083,0.979524414
4659.09498,0.977621875
4659.10696,0.974837854
4659.11894,0.96950745
4659.13091,0.976242871
4659.14289,0.971314489
4659.15487,0.972952355
4659.16685,0.976501394
4659.17882,0.978252735
4659.1908,0.97358609
4659.20278,0.966629647
4659.21476,0.969810012
4659.22674,0.974018487
4659.23871,0.984006952
4659.25069,0.984791703
4659.26267,0.983576292
4659.27465,0.986187143
4659.28663,0.989595288
4659.29861,0.99154065
4659.31058,0.979885701
4659.32256,0.975784893
4659.33454,0.975297499
4659.34652,0.972201951
4659.3585,0.968916262
4659.37048,0.970971121
4659.38246,0.979197249
4659.39443,0.964718874
4659.40641,0.968261466
4659.41839,0.964693143
4659.43037,0.972217804
4659.44235,0.96676216
4659.45433,0.97306628
4659.46631,0.972367289
4659.47829,0.971834581
4659.49027,0.972924876
4659.50225,0.980651583
4659.51423,0.984155258
4659.52621,0.982208462
4659.53819,0.98757344
4659.55017,0.991268178
4659.56215,0.979119187
4659.57413,0.990060849
4659.58611,0.986695409
4659.59809,0.986257346
4659.61007,0.992820861
4659.62205,0.99088584
4659.63403,1.00518381
4659.64601,1.000960998
4659.65799,1.004666385
4659.66997,0.999618437
4659.68195,1.000034297
4659.69393,1.002514783
4659.70591,0.9989608
4659.71789,1.00523402
4659.72987,0.990679663
4659.74185,1.001662032
4659.75383,0.999652549
4659.76581,0.997730729
4659.77779,1.002110107
4659.78977,1.004953558
4659.80175,1.002862513
4659.81373,1.001369931
4659.82572,1.007845799
4659.8377,1.003493064
4659.84968,1.000792996
4659.86166,0.997880696
4659.87364,0.999361729
4659.88562,0.990737617
4659.8976,0.988693497
4659.90959,0.982876389
4659.92157,0.978418767
4659.93355,0.964898949
4659.94553,0.957008168
4659.95751,0.954526082
4659.96949,0.957257705
4659.98148,0.966611038
4659.99346,0.960683695
4660.00544,0.959346813
4660.01742,0.964351733
4660.0294,0.966288806
4660.04139,0.955265127
4660.05337,0.950617104
4660.06535,0.949949791
4660.07733,0.960764614
4660.08932,0.960531901
4660.1013,0.971083642
4660.11328,0.975546612
4660.12526,0.986447793
4660.13725,0.991566081
4660.14923,0.995815451
4660.16121,0.993203553
4660.17319,0.995800759
4660.18518,0.982112305
4660.19716,0.982146836
4660.20914,0.975819804
4660.22113,0.975982631
4660.23311,0.977244942
4660.24509,0.983235825
4660.25708,0.989861772
4660.26906,0.992640702
4660.28104,0.999179278
4660.29303,1.003790423
4660.30501,1.006753633
4660.31699,1.005809876
4660.32898,0.988554097
4660.34096,0.987205858
4660.35294,0.978024804
4660.36493,0.941806665
4660.37691,0.909361639
4660.3889,0.865779447
4660.40088,0.818226482
4660.41286,0.776368201
4660.42485,0.761673653
4660.43683,0.7731108
4660.44882,0.812979947
4660.4608,0.85781435
4660.47279,0.892039204
4660.48477,0.927033287
4660.49676,0.948642688
4660.50874,0.955534218
4660.52072,0.97250633
4660.53271,0.980270392
4660.54469,0.986930391
4660.55668,0.983108546
4660.56866,0.98843448
4660.58065,0.990831875
4660.59263,0.991034573
4660.60462,0.994166573
4660.6166,0.994918909
4660.62859,0.992390776
4660.64057,0.998662209
4660.65256,1.002080577
4660.66455,1.001221153
4660.67653,1.00133257
4660.68852,0.992894086
4660.7005,0.992076247
4660.71249,0.978923575
4660.72447,0.973501808
4660.73646,0.979493347
4660.74845,0.966016123
4660.76043,0.978695905
4660.77242,0.975824532
4660.7844,0.978964012
4660.79639,0.970742741
4660.80838,0.977227101
4660.82036,0.961282626
4660.83235,0.947391608
4660.84433,0.919950737
4660.85632,0.879739399
4660.86831,0.842990304
4660.88029,0.793026942
4660.89228,0.766553975
4660.90427,0.742185713
4660.91625,0.756304827
4660.92824,0.789801189
4660.94023,0.831338929
4660.95221,0.878491669
4660.9642,0.909221004
4660.97619,0.942367592
4660.98817,0.964780993
4661.00016,0.977998227
4661.01215,0.976931614
4661.02414,0.987444578
4661.03612,0.986955171
4661.04811,0.995090608
4661.0601,0.995463811
4661.07209,0.989084271
4661.08407,0.995769604
4661.09606,0.987782875
4661.10805,0.970647926
4661.12004,0.969985432
4661.13202,0.953442339
4661.14401,0.960808165
4661.156,0.957812629
4661.16799,0.958193393
4661.17998,0.965631102
4661.19196,0.976367534
4661.20395,0.973601889
4661.21594,0.985950979
4661.22793,0.996165949
4661.23992,0.981664129
4661.25191,0.987209492
4661.26389,0.978323918
4661.27588,0.970747715
4661.28787,0.964401205
4661.29986,0.960830616
4661.31185,0.954714412
4661.32384,0.953538937
4661.33583,0.958590384
4661.34782,0.964319905
4661.3598,0.973297651
4661.37179,0.983621845
4661.38378,0.981358213
4661.39577,0.987755779
4661.40776,0.984452455
4661.41975,0.98312101
4661.43174,0.981274196
4661.44373,0.972139708
4661.45572,0.962455027
4661.46771,0.923300753
4661.4797,0.872201391
4661.49169,0.815170704
4661.50368,0.727944067
4661.51567,0.657063406
4661.52766,0.605022657
4661.53965,0.591456768
4661.55164,0.624497425
4661.56363,0.691301247
4661.57562,0.775524085
4661.58761,0.849840395
4661.5996,0.90221269
4661.61159,0.942722698
4661.62358,0.970597851
4661.63557,0.987959983
4661.64756,0.997610056
4661.65955,1.003644175
4661.67154,1.003830964
4661.68353,1.004118115
4661.69552,1.004215358
4661.70751,0.999849899
4661.7195,0.996619751
4661.73149,0.995791861
4661.74348,0.984003112
4661.75548,0.972295022
4661.76747,0.970678852
4661.77946,0.966012191
4661.79145,0.963700252
4661.80344,0.969454826
4661.81543,0.973178141
4661.82742,0.969910168
4661.83941,0.973306632
4661.85141,0.970729204
4661.8634,0.965012918
4661.87539,0.957599839
4661.88738,0.947192204
4661.89937,0.924460174
4661.91136,0.877042131
4661.92336,0.817653892
4661.93535,0.725460666
4661.94734,0.617913407
4661.95933,0.53466678
4661.97132,0.489275106
4661.98332,0.50288061
4661.99531,0.564964
4662.0073,0.657358313
4662.01929,0.738873601
4662.03129,0.808183935
4662.04328,0.85717567
4662.05527,0.894466608
4662.06726,0.902196914
4662.07926,0.912937425
4662.09125,0.912271552
4662.10324,0.921234906
4662.11524,0.931328212
4662.12723,0.933459727
4662.13922,0.949968703
4662.15121,0.955358449
4662.16321,0.962479112
4662.1752,0.963848848
4662.18719,0.962509579
4662.19919,0.958834525
4662.21118,0.955719546
4662.22317,0.96854714
4662.23517,0.970852322
4662.24716,0.981237606
4662.25915,0.978741196
4662.27115,0.980428769
4662.28314,0.980635116
4662.29514,0.98075016
4662.30713,0.982994642
4662.31912,0.97726615
4662.33112,0.98305725
4662.34311,0.983048694
4662.35511,0.982658423
4662.3671,0.985390193
4662.37909,0.985227648
4662.39109,0.983329908
4662.40308,0.980120325
4662.41508,0.988349992
4662.42707,0.978930979
4662.43907,0.971185389
4662.45106,0.971580859
4662.46306,0.953500852
4662.47505,0.943163942
4662.48704,0.921268487
4662.49904,0.903400984
4662.51103,0.901457045
4662.52303,0.911538868
4662.53502,0.923682617
4662.54702,0.950000913
4662.55901,0.962365447
4662.57101,0.971660659
4662.58301,0.9826912
4662.595,0.98612761
4662.607,0.984669891
4662.61899,0.982753343
4662.63099,0.981299996
4662.64298,0.974719177
4662.65498,0.969011529
4662.66697,0.962605634
4662.67897,0.958805228
4662.69097,0.934930573
4662.70296,0.917903437
4662.71496,0.893107638
4662.72695,0.871828033
4662.73895,0.859784199
4662.75095,0.853321732
4662.76294,0.852919405
4662.77494,0.866315133
4662.78693,0.878387176
4662.79893,0.894799598
4662.81093,0.923187843
4662.82292,0.935288593
4662.83492,0.949764302
4662.84692,0.961169521
4662.85891,0.96492115
4662.87091,0.969900043
4662.88291,0.974678296
4662.8949,0.976332592
4662.9069,0.977564875
4662.9189,0.973299359
4662.9309,0.9752219
4662.94289,0.975123352
4662.95489,0.969809177
4662.96689,0.978593245
4662.97888,0.976467873
4662.99088,0.975308526
4663.00288,0.968650123
4663.01488,0.972919863
4663.02687,0.98220664
4663.03887,0.971760602
4663.05087,0.975532817
4663.06287,0.974983966
4663.07486,0.973544759
4663.08686,0.969608691
4663.09886,0.962111802
4663.11086,0.946246581
4663.12286,0.922423585
4663.13485,0.879733323
4663.14685,0.823577632
4663.15885,0.759568207
4663.17085,0.720638309
4663.18285,0.705108895
4663.19485,0.722416897
4663.20684,0.76206621
4663.21884,0.804520535
4663.23084,0.83442346
4663.24284,0.848295242
4663.25484,0.832782843
4663.26684,0.796305762
4663.27884,0.740287807
4663.29084,0.688090882
4663.30283,0.634746163
4663.31483,0.622825458
4663.32683,0.628745456
4663.33883,0.663393028
4663.35083,0.686429896
4663.36283,0.687753037
4663.37483,0.67444427
4663.38683,0.657777892
4663.39883,0.648307957
4663.41083,0.660141218
4663.42283,0.687290349
4663.43483,0.728982736
4663.44683,0.771731764
4663.45883,0.82164843
4663.47083,0.865060752
4663.48283,0.897348289
4663.49483,0.91725223
4663.50683,0.928698547
4663.51883,0.94650576
4663.53083,0.952074878
4663.54283,0.953865437
4663.55483,0.966118233
