wv,removed
4663.56683,0.974765799
4663.57883,0.980844895
4663.59083,0.972873276
4663.60283,0.973801786
4663.61483,0.961015802
4663.62683,0.951025672
4663.63883,0.92663284
4663.65083,0.89171106
4663.66283,0.848484371
4663.67483,0.793985698
4663.68683,0.751172923
4663.69884,0.717869802
4663.71084,0.705673933
4663.72284,0.719423832
4663.73484,0.758654146
4663.74684,0.778728012
4663.75884,0.779770387
4663.77084,0.757092171
4663.78284,0.701976835
4663.79485,0.640726578
4663.80685,0.592520031
4663.81885,0.581128758
4663.83085,0.608686918
4663.84285,0.673846974
4663.85485,0.746434123
4663.86686,0.810839225
4663.87886,0.858704095
4663.89086,0.882610788
4663.90286,0.887024545
4663.91486,0.876959713
4663.92687,0.858677156
4663.93887,0.838224405
4663.95087,0.836278015
4663.96287,0.851996365
4663.97488,0.875597427
4663.98688,0.902554464
4663.99888,0.929517572
4664.01088,0.950596089
4664.02289,0.95796878
4664.03489,0.968670743
4664.04689,0.979382454
4664.0589,0.991204896
4664.0709,0.999230529
4664.0829,0.999113338
4664.0949,1.000553208
4664.10691,0.995550676
4664.11891,0.990866902
4664.13091,0.98279376
4664.14292,0.978738619
4664.15492,0.965227691
4664.16692,0.960307164
4664.17893,0.958052285
4664.19093,0.955655828
4664.20293,0.958143279
4664.21494,0.96006306
4664.22694,0.963300252
4664.23895,0.96097511
4664.25095,0.961090684
4664.26295,0.956359862
4664.27496,0.953019073
4664.28696,0.953288904
4664.29897,0.955542342
4664.31097,0.959178298
4664.32297,0.952401364
4664.33498,0.955315225
4664.34698,0.956205382
4664.35899,0.957375469
4664.37099,0.965926118
4664.383,0.976330009
4664.395,0.977039716
4664.40701,0.987335308
4664.41901,0.997295693
4664.43101,0.99424314
4664.44302,0.993864067
4664.45502,0.98843336
4664.46703,0.98740113
4664.47903,0.990506217
4664.49104,0.989673087
4664.50304,0.994366938
4664.51505,0.989479391
4664.52706,0.99541846
4664.53906,0.990927976
4664.55107,0.99761013
4664.56307,0.995324725
4664.57508,0.993812568
4664.58708,0.999578127
4664.59909,0.997696722
4664.61109,1.000550655
4664.6231,1.001096608
4664.63511,1.002129761
4664.64711,0.989740872
4664.65912,0.977313724
4664.67112,0.960020645
4664.68313,0.936811615
4664.69514,0.898868478
4664.70714,0.859205705
4664.71915,0.805914356
4664.73115,0.745160608
4664.74316,0.67551993
4664.75517,0.59708807
4664.76717,0.530914775
4664.77918,0.491380749
4664.79119,0.479777639
4664.80319,0.50533226
4664.8152,0.563535002
4664.82721,0.621160222
4664.83921,0.69150173
4664.85122,0.760946185
4664.86323,0.819908899
4664.87524,0.868726089
4664.88724,0.904568068
4664.89925,0.929402209
4664.91126,0.95065951
4664.92326,0.961319767
4664.93527,0.982920474
4664.94728,0.984258065
4664.95929,0.989417366
4664.97129,0.990492053
4664.9833,0.996619673
4664.99531,1.001485048
4665.00732,1.000564696
4665.01933,1.001987996
4665.03133,1.002458286
4665.04334,1.007553203
4665.05535,1.002269867
4665.06736,1.003685081
4665.07937,1.001750953
4665.09137,0.998828554
4665.10338,0.990132344
4665.11539,0.980727598
4665.1274,0.969934408
4665.13941,0.953109123
4665.15142,0.94012326
4665.16342,0.916308245
4665.17543,0.915238917
4665.18744,0.922159035
4665.19945,0.925885727
4665.21146,0.93384297
4665.22347,0.943660944
4665.23548,0.946476415
4665.24749,0.954097454
4665.25949,0.960727529
4665.2715,0.96488408
4665.28351,0.978512966
4665.29552,0.987362501
4665.30753,0.993753975
4665.31954,0.995324818
4665.33155,0.996979628
4665.34356,0.996499611
4665.35557,0.99936318
4665.36758,0.996143296
4665.37959,1.002607261
4665.3916,1.007330253
4665.40361,0.997737308
4665.41562,1.005348013
4665.42763,1.001638494
4665.43964,0.991122969
4665.45165,0.993318808
4665.46366,0.991817209
4665.47567,0.996183081
4665.48768,0.986837183
4665.49969,0.975775005
4665.5117,0.964929977
4665.52371,0.944883062
4665.53572,0.934091625
4665.54773,0.923759428
4665.55974,0.925882212
4665.57175,0.934236015
4665.58376,0.947144059
4665.59577,0.949235602
4665.60778,0.957787875
4665.61979,0.957061583
4665.63181,0.948801439
4665.64382,0.94524117
4665.65583,0.940717997
4665.66784,0.936837714
4665.67985,0.936263568
4665.69186,0.933697248
4665.70387,0.948344868
4665.71588,0.941221325
4665.7279,0.93128922
4665.73991,0.928439793
4665.75192,0.920049633
4665.76393,0.912183077
4665.77594,0.899413535
4665.78795,0.882263144
4665.79997,0.872741901
4665.81198,0.850938199
4665.82399,0.844691251
4665.836,0.829583307
4665.84801,0.806874243
4665.86003,0.773330445
4665.87204,0.741349237
4665.88405,0.690841454
4665.89606,0.670938465
4665.90808,0.66343817
4665.92009,0.681070681
4665.9321,0.714835302
4665.94411,0.762625625
4665.95613,0.801589773
4665.96814,0.843665981
4665.98015,0.875930508
4665.99216,0.897438189
4666.00418,0.911500965
4666.01619,0.92287512
4666.0282,0.92490744
4666.04022,0.908034789
4666.05223,0.882659729
4666.06424,0.843073571
4666.07626,0.791373405
4666.08827,0.738136844
4666.10028,0.702821432
4666.1123,0.696637949
4666.12431,0.703386414
4666.13632,0.725247175
4666.14834,0.745075523
4666.16035,0.747056069
4666.17236,0.730973171
4666.18438,0.707226868
4666.19639,0.698317913
4666.20841,0.724021678
4666.22042,0.762217336
4666.23243,0.816512607
4666.24445,0.86328382
4666.25646,0.906262295
4666.26848,0.931487712
4666.28049,0.956234213
4666.2925,0.970419216
4666.30452,0.98405317
4666.31653,0.988456513
4666.32855,0.999775521
4666.34056,1.00152103
4666.35258,1.001782363
4666.36459,0.997594429
4666.37661,0.991951262
4666.38862,0.979028376
4666.40064,0.962185351
4666.41265,0.931159067
4666.42467,0.880142878
4666.43668,0.807312077
4666.4487,0.719229107
4666.46071,0.64193954
4666.47273,0.58141747
4666.48474,0.564559789
4666.49676,0.581416008
4666.50877,0.636399243
4666.52079,0.697916125
4666.5328,0.755236061
4666.54482,0.788406133
4666.55684,0.807249063
4666.56885,0.78629679
4666.58087,0.765061582
4666.59288,0.743976547
4666.6049,0.731849223
4666.61692,0.747538424
4666.62893,0.777238714
4666.64095,0.822443922
4666.65296,0.85615256
4666.66498,0.872422047
4666.677,0.863838094
4666.68901,0.835885393
4666.70103,0.775581059
4666.71305,0.689974853
4666.72506,0.606251774
4666.73708,0.528939888
4666.7491,0.484438305
4666.76111,0.488173255
4666.77313,0.548121749
4666.78515,0.630425896
4666.79716,0.720506619
4666.80918,0.797096172
4666.8212,0.853491767
4666.83322,0.885112322
4666.84523,0.898082681
4666.85725,0.897240051
4666.86927,0.890671638
4666.88128,0.8838181
4666.8933,0.865229408
4666.90532,0.841512073
4666.91734,0.813892839
4666.92935,0.777998328
4666.94137,0.738136668
4666.95339,0.690791289
4666.96541,0.641804202
4666.97743,0.611489502
4666.98944,0.604007026
4667.00146,0.632467367
4667.01348,0.684687152
4667.0255,0.740923807
4667.03752,0.796011054
4667.04953,0.834317625
4667.06155,0.866780947
4667.07357,0.887508545
4667.08559,0.900809303
4667.09761,0.904188442
4667.10963,0.895257242
4667.12165,0.871052477
4667.13366,0.850381585
4667.14568,0.817926096
4667.1577,0.7937632
4667.16972,0.779826492
4667.18174,0.768691457
4667.19376,0.753582666
4667.20578,0.730024735
4667.2178,0.688384989
4667.22982,0.636938782
4667.24184,0.596052519
4667.25385,0.578532689
4667.26587,0.597267471
4667.27789,0.646216087
4667.28991,0.708548436
4667.30193,0.773189855
4667.31395,0.824222908
4667.32597,0.849192963
4667.33799,0.854561897
4667.35001,0.847803471
4667.36203,0.822993384
4667.37405,0.770718282
4667.38607,0.703752402
4667.39809,0.605648406
4667.41011,0.504442289
4667.42213,0.400821746
4667.43415,0.309818122
4667.44617,0.249732255
4667.45819,0.220581233
4667.47021,0.232102856
4667.48223,0.29133616
4667.49425,0.385076894
4667.50627,0.478050572
4667.5183,0.550044597
4667.53032,0.56849018
4667.54234,0.528517078
4667.55436,0.453215587
4667.56638,0.370033125
4667.5784,0.303108702
4667.59042,0.281655606
4667.60244,0.314884461
4667.61446,0.409716984
4667.62648,0.54284997
4667.63851,0.671293786
4667.65053,0.778534249
4667.66255,0.848918409
4667.67457,0.890685521
4667.68659,0.898681651
4667.69861,0.872934228
4667.71063,0.819391071
4667.72266,0.748897229
4667.73468,0.666709664
4667.7467,0.595980001
4667.75872,0.555764146
4667.77074,0.56375911
4667.78277,0.621776958
4667.79479,0.698328936
4667.80681,0.771961885
4667.81883,0.840207201
4667.83085,0.884161765
4667.84288,0.921707211
4667.8549,0.943958297
4667.86692,0.952016603
4667.87894,0.964351349
4667.89097,0.963168896
4667.90299,0.964798529
4667.91501,0.965171183
4667.92704,0.960816435
4667.93906,0.960503313
4667.95108,0.956346148
4667.9631,0.941168884
4667.97513,0.92802253
4667.98715,0.891264012
4667.99917,0.844555777
4668.0112,0.782962541
4668.02322,0.692810062
4668.03524,0.591639546
4668.04727,0.499983803
4668.05929,0.431153317
4668.07131,0.383802569
4668.08334,0.355547714
4668.09536,0.323149031
4668.10738,0.287130756
4668.11941,0.247176589
4668.13143,0.223318367
4668.14346,0.217178008
4668.15548,0.251489702
4668.1675,0.322892821
4668.17953,0.430363399
4668.19155,0.547305884
4668.20358,0.64980932
4668.2156,0.725793929
4668.22763,0.792641403
4668.23965,0.843432531
4668.25167,0.877463406
4668.2637,0.901198104
4668.27572,0.918830328
4668.28775,0.925273546
4668.29977,0.934426625
4668.3118,0.931502677
4668.32382,0.923724705
4668.33585,0.908253069
4668.34787,0.906653811
4668.3599,0.906957841
4668.37192,0.907130928
4668.38395,0.916642704
4668.39597,0.919549501
4668.408,0.924011233
4668.42002,0.937710691
4668.43205,0.942892383
4668.44407,0.941599199
4668.4561,0.941116958
4668.46813,0.92642672
4668.48015,0.903454981
4668.49218,0.873289257
4668.5042,0.827354888
4668.51623,0.774197011
4668.52825,0.706255547
4668.54028,0.642677769
4668.55231,0.604001831
4668.56433,0.578051378
4668.57636,0.58533085
4668.58838,0.614979266
4668.60041,0.665595242
4668.61244,0.71971222
4668.62446,0.763447671
4668.63649,0.807448069
4668.64852,0.847214115
4668.66054,0.877365853
4668.67257,0.901958338
4668.6846,0.913803196
4668.69662,0.929970845
4668.70865,0.944496807
4668.72068,0.956746523
4668.7327,0.959547428
4668.74473,0.955826167
4668.75676,0.965562922
4668.76878,0.965056121
4668.78081,0.966473338
4668.79284,0.965064076
4668.80487,0.963193385
4668.81689,0.970999268
4668.82892,0.974644703
4668.84095,0.974253088
4668.85298,0.97507506
4668.865,0.979275092
4668.87703,0.977315116
4668.88906,0.976590162
4668.90109,0.980306673
4668.91312,0.982621501
4668.92514,0.984893212
4668.93717,0.977509044
4668.9492,0.975849829
4668.96123,0.98053346
4668.97326,0.967935695
4668.98528,0.967512433
4668.99731,0.968468463
4669.00934,0.976615889
4669.02137,0.973140129
4669.0334,0.970279186
4669.04543,0.97058287
4669.05745,0.96063775
4669.06948,0.942011703
4669.08151,0.910943158
4669.09354,0.864302998
4669.10557,0.783116035
4669.1176,0.688937048
4669.12963,0.582917815
4669.14166,0.472945861
4669.15369,0.380306443
4669.16571,0.32283362
4669.17774,0.316332584
4669.18977,0.363355552
4669.2018,0.457666015
4669.21383,0.57886401
4669.22586,0.687804878
4669.23789,0.769440496
4669.24992,0.817748644
4669.26195,0.826816279
4669.27398,0.802565433
4669.28601,0.759181223
4669.29804,0.712212199
4669.31007,0.666250269
4669.3221,0.666373829
4669.33413,0.687344351
4669.34616,0.743429899
4669.35819,0.793831798
4669.37022,0.836538298
4669.38225,0.856073677
4669.39428,0.880108164
4669.40631,0.903089189
4669.41834,0.925136263
4669.43037,0.950610254
4669.4424,0.961269647
4669.45443,0.9619521
4669.46646,0.966449459
4669.47849,0.971422076
4669.49053,0.972436083
4669.50256,0.970598265
4669.51459,0.969286442
4669.52662,0.970941206
4669.53865,0.963117343
4669.55068,0.965025903
4669.56271,0.955157431
4669.57474,0.95639175
4669.58677,0.946550288
4669.59881,0.941119354
4669.61084,0.92805108
4669.62287,0.918799829
4669.6349,0.904531712
4669.64693,0.895971836
4669.65896,0.904176033
4669.671,0.918101776
4669.68303,0.939734652
4669.69506,0.953831735
4669.70709,0.970434306
4669.71912,0.980684654
4669.73116,0.996902659
4669.74319,0.998919405
4669.75522,1.005620397
4669.76725,1.000572155
4669.77928,1.009719045
4669.79132,0.998603962
4669.80335,0.995015564
4669.81538,0.99329865
4669.82741,0.991105728
4669.83945,0.989220584
4669.85148,0.991735513
4669.86351,0.989218387
4669.87555,0.992912925
4669.88758,1.002074905
4669.89961,1.006033949
4669.91164,1.002231864
4669.92368,0.99332771
4669.93571,0.997408246
4669.94774,0.98797593
4669.95978,0.975380029
4669.97181,0.977688789
4669.98384,0.966220541
4669.99588,0.967072854
4670.00791,0.973205502
4670.01994,0.976447924
4670.03198,0.978151931
4670.04401,0.968601412
4670.05605,0.959400766
4670.06808,0.95578049
4670.08011,0.944773795
4670.09215,0.932309944
4670.10418,0.90890171
4670.11622,0.886264831
4670.12825,0.839565324
4670.14028,0.781280814
4670.15232,0.726918208
4670.16435,0.690702783
4670.17639,0.68147961
4670.18842,0.713397001
4670.20046,0.768671966
4670.21249,0.826954328
4670.22452,0.884746646
4670.23656,0.924235539
4670.24859,0.94932062
4670.26063,0.964348013
4670.27266,0.977483695
4670.2847,0.978449548
4670.29673,0.975962876
4670.30877,0.962766553
4670.3208,0.93746032
4670.33284,0.894503609
4670.34487,0.828421175
4670.35691,0.735099064
4670.36894,0.622818299
4670.38098,0.512148867
4670.39302,0.424542704
4670.40505,0.380387234
4670.41709,0.390202519
4670.42912,0.45751589
4670.44116,0.559097526
4670.45319,0.672383767
4670.46523,0.76628523
4670.47727,0.841729583
4670.4893,0.889353724
4670.50134,0.916377606
4670.51337,0.936768162
4670.52541,0.942015555
4670.53745,0.950026276
4670.54948,0.946029706
4670.56152,0.949295937
4670.57356,0.959131878
4670.58559,0.969046837
4670.59763,0.98474266
4670.60967,0.991909535
4670.6217,0.993787695
4670.63374,1.000074869
4670.64578,1.001923692
4670.65781,1.009513477
4670.66985,1.000839966
4670.68189,0.999382197
4670.69392,1.002583353
4670.70596,1.001732049
4670.718,0.992845484
4670.73003,0.996299263
4670.74207,0.996921292
4670.75411,1.001956799
4670.76615,1.000906208
4670.77818,1.001807467
4670.79022,1.002892362
4670.80226,1.002758575
4670.8143,1.003161005
4670.82633,1.003281061
4670.83837,1.005681933
4670.85041,0.99208038
4670.86245,0.988148322
4670.87449,0.978062085
4670.88652,0.96608084
4670.89856,0.96204932
4670.9106,0.965529413
4670.92264,0.964237775
4670.93468,0.979935133
4670.94672,0.982460096
4670.95875,0.988710164
4670.97079,0.995258882
4670.98283,0.988750168
4670.99487,0.982943914
4671.00691,0.980155812
4671.01895,0.976129449
4671.03099,0.972673464
4671.04302,0.974167827
4671.05506,0.974937973
4671.0671,0.982489713
4671.07914,0.981469648
4671.09118,0.989842462
4671.10322,0.989172612
4671.11526,0.993528762
4671.1273,0.993194038
4671.13934,0.999368677
4671.15138,0.996269366
4671.16342,0.998716521
4671.17546,0.993565912
4671.1875,0.997971481
4671.19954,0.99824653
4671.21157,1.001198281
4671.22361,1.00009298
4671.23565,1.008091183
4671.24769,1.007841011
4671.25973,1.006415488
4671.27177,0.999735338
4671.28381,0.998181522
4671.29585,0.991442964
4671.30789,0.984304342
4671.31994,0.968089385
4671.33198,0.953359692
4671.34402,0.932812093
4671.35606,0.905261946
4671.3681,0.863594661
4671.38014,0.815197169
4671.39218,0.769007683
4671.40422,0.725146022
4671.41626,0.700515152
4671.4283,0.707890638
4671.44034,0.747674012
4671.45238,0.801747501
4671.46442,0.863054047
4671.47646,0.900798606
4671.48851,0.933788604
4671.50055,0.943180366
4671.51259,0.960925141
4671.52463,0.962318815
4671.53667,0.961757659
4671.54871,0.959769582
4671.56075,0.959067996
4671.5728,0.95675693
4671.58484,0.95829553
4671.59688,0.958211266
4671.60892,0.947249344
4671.62096,0.941395184
4671.633,0.921402371
4671.64505,0.901838244
4671.65709,0.884057217
4671.66913,0.865072796
4671.68117,0.861487299
4671.69321,0.858469725
4671.70526,0.88072709
4671.7173,0.901502835
4671.72934,0.936413335
4671.74138,0.957750987
4671.75343,0.968072898
4671.76547,0.976623364
4671.77751,0.986129081
4671.78955,0.989396448
4671.8016,0.989994475
4671.81364,0.991284276
4671.82568,0.987049497
4671.83773,0.983577751
4671.84977,0.984062674
4671.86181,0.981818519
4671.87385,0.974070316
4671.8859,0.973046551
4671.89794,0.967297858
4671.90998,0.97017136
4671.92203,0.972394165
4671.93407,0.976443568
4671.94611,0.972455603
4671.95816,0.971427327
4671.9702,0.975044049
4671.98225,0.969427535
4671.99429,0.96506611
4672.00633,0.958126703
4672.01838,0.960076516
4672.03042,0.9515649
4672.04247,0.953634693
4672.05451,0.957205814
4672.06655,0.967785915
4672.0786,0.974954134
4672.09064,0.977995541
4672.10269,0.978295548
4672.11473,0.973077111
4672.12677,0.971942487
4672.13882,0.964190568
4672.15086,0.94637189
4672.16291,0.94162749
4672.17495,0.930920182
4672.187,0.925460381
4672.19904,0.920428556
4672.21109,0.912521832
4672.22313,0.901374169
4672.23518,0.877479413
4672.24722,0.848250259
4672.25927,0.804469878
4672.27131,0.751968447
4672.28336,0.681164139
4672.2954,0.604945224
4672.30745,0.527263979
4672.31949,0.473442842
4672.33154,0.454208854
4672.34359,0.480792033
4672.35563,0.54733467
4672.36768,0.63540274
4672.37972,0.724178547
4672.39177,0.802160102
4672.40381,0.858684809
4672.41586,0.89654517
4672.42791,0.923462352
4672.43995,0.941216409
4672.452,0.954328392
4672.46404,0.959452291
4672.47609,0.957623889
4672.48814,0.964687735
4672.50018,0.958782168
4672.51223,0.956627629
4672.52428,0.953386397
4672.53632,0.954317457
4672.54837,0.954058328
4672.56042,0.964726876
4672.57246,0.965843318
4672.58451,0.967604812
4672.59656,0.964514325
4672.6086,0.976029671
4672.62065,0.97533041
4672.6327,0.971415216
4672.64474,0.97515651
4672.65679,0.972424274
4672.66884,0.974202032
4672.68089,0.976605719
4672.69293,0.975539999
4672.70498,0.96938218
4672.71703,0.967796762
4672.72908,0.959045222
4672.74112,0.947391287
4672.75317,0.933784013
4672.76522,0.903278789
4672.77727,0.865318345
4672.78931,0.816564409
4672.80136,0.759952753
4672.81341,0.702075873
4672.82546,0.655050112
4672.83751,0.643286832
4672.84955,0.668559806
4672.8616,0.717590036
4672.87365,0.777451836
4672.8857,0.837438573
4672.89775,0.876564577
4672.9098,0.91021515
4672.92184,0.93053025
4672.93389,0.947942271
4672.94594,0.955482004
4672.95799,0.966850833
4672.97004,0.968165611
4672.98209,0.967612328
4672.99414,0.974545762
4673.00619,0.964242153
4673.01824,0.952818378
4673.03028,0.943576604
4673.04233,0.931363505
4673.05438,0.90698619
4673.06643,0.874014783
4673.07848,0.836682296
4673.09053,0.786305928
4673.10258,0.712620094
4673.11463,0.63404312
4673.12668,0.540708117
4673.13873,0.442984729
4673.15078,0.361506728
4673.16283,0.312953273
4673.17488,0.313909859
4673.18693,0.370117647
4673.19898,0.452906533
4673.21103,0.534474205
4673.22308,0.579246945
4673.23513,0.584957542
4673.24718,0.558362912
4673.25923,0.532848254
4673.27128,0.526067605
4673.28333,0.5600872
4673.29538,0.634846323
4673.30743,0.717416936
4673.31948,0.804846691
4673.33153,0.870739816
4673.34358,0.921094061
4673.35563,0.948675719
4673.36768,0.974342566
4673.37974,0.984951989
4673.39179,0.988166626
4673.40384,0.996263421
4673.41589,0.995309906
4673.42794,0.988917143
4673.43999,0.991502939
4673.45204,0.987154265
4673.46409,0.987776624
4673.47614,0.99401217
4673.4882,0.997731292
4673.50025,0.998344831
4673.5123,0.993139815
4673.52435,0.995081587
4673.5364,1.001971784
4673.54845,1.000971834
4673.56051,1.000900823
4673.57256,0.989648189
4673.58461,0.992526228
4673.59666,0.977683877
4673.60871,0.971280828
4673.62077,0.969479004
4673.63282,0.961721932
4673.64487,0.963563137
4673.65692,0.958843999
4673.66898,0.964013391
4673.68103,0.957305709
4673.69308,0.957848292
4673.70513,0.94519507
4673.71719,0.940813115
4673.72924,0.934328219
4673.74129,0.925594433
4673.75334,0.916266705
4673.7654,0.918235477
4673.77745,0.915390888
4673.7895,0.918725948
4673.80156,0.920049783
4673.81361,0.922718667
4673.82566,0.925617788
4673.83772,0.933569805
4673.84977,0.945365661
4673.86182,0.951932529
4673.87388,0.962507159
4673.88593,0.960993572
4673.89798,0.963110334
4673.91004,0.961108591
4673.92209,0.959016857
4673.93414,0.962289461
4673.9462,0.954174596
4673.95825,0.956309776
4673.97031,0.949566707
4673.98236,0.943614394
4673.99441,0.930699484
4674.00647,0.916834744
4674.01852,0.891435574
4674.03058,0.854022877
4674.04263,0.81239759
4674.05468,0.753107751
4674.06674,0.703707925
4674.07879,0.657359555
4674.09085,0.640984329
4674.1029,0.659150614
4674.11496,0.696210948
4674.12701,0.742797908
4674.13907,0.795882802
4674.15112,0.837919855
4674.16318,0.877799485
4674.17523,0.909323535
4674.18729,0.935338386
4674.19934,0.947633818
4674.2114,0.961422881
4674.22345,0.964603825
4674.23551,0.95425148
4674.24756,0.93050615
4674.25962,0.900768423
4674.27167,0.850564359
4674.28373,0.821835086
4674.29578,0.815710661
4674.30784,0.82815112
4674.3199,0.858212811
4674.33195,0.900096483
4674.34401,0.934414169
4674.35606,0.956218364
4674.36812,0.972949966
4674.38018,0.986053773
4674.39223,0.9912997
4674.40429,0.992693379
4674.41634,0.990665837
4674.4284,0.983657035
4674.44046,0.980964215
4674.45251,0.974878271
4674.46457,0.979031836
4674.47663,0.980920763
4674.48868,0.980041685
4674.50074,0.978856692
4674.5128,0.973458627
4674.52485,0.972917197
4674.53691,0.958725641
4674.54897,0.946567714
4674.56102,0.928488113
4674.57308,0.906841849
4674.58514,0.886281528
4674.5972,0.862550558
4674.60925,0.837599864
4674.62131,0.803251112
4674.63337,0.775830066
4674.64542,0.751227549
4674.65748,0.761762417
4674.66954,0.794500789
4674.6816,0.839942427
4674.69366,0.868864395
4674.70571,0.88037445
4674.71777,0.865131936
4674.72983,0.835721963
4674.74189,0.807708681
4674.75394,0.788500342
4674.766,0.799812199
4674.77806,0.831757736
4674.79012,0.870701414
4674.80218,0.91324256
4674.81424,0.935567131
4674.82629,0.959260736
4674.83835,0.966714656
4674.85041,0.968272225
4674.86247,0.977275474
4674.87453,0.986669578
4674.88659,0.996045568
4674.89865,0.995321187
4674.9107,1.001940078
4674.92276,1.002658987
4674.93482,0.998097657
4674.94688,0.997031936
4674.95894,0.997527896
4674.971,0.992084715
4674.98306,0.982573538
4674.99512,0.976026209
4675.00718,0.963076047
4675.01924,0.944590727
4675.0313,0.91823189
4675.04335,0.88630115
4675.05541,0.836857559
4675.06747,0.775533201
4675.07953,0.71110728
4675.09159,0.65884998
4675.10365,0.630330753
4675.11571,0.636132377
4675.12777,0.671966287
4675.13983,0.728662398
4675.15189,0.791564327
4675.16395,0.85186358
4675.17601,0.898630087
4675.18807,0.930727409
4675.20013,0.948028626
4675.21219,0.962166335
4675.22425,0.969284524
4675.23631,0.968202853
4675.24838,0.964346939
4675.26044,0.964830431
4675.2725,0.964925355
4675.28456,0.966897199
4675.29662,0.967028116
4675.30868,0.965363629
4675.32074,0.964799198
4675.3328,0.961623298
4675.34486,0.949202409
4675.35692,0.93674063
4675.36898,0.928847929
4675.38105,0.931011189
4675.39311,0.938682672
4675.40517,0.949808468
4675.41723,0.961938292
4675.42929,0.973543694
4675.44135,0.979932337
4675.45341,0.986900394
4675.46548,0.991273881
4675.47754,0.990968407
4675.4896,0.988318865
4675.50166,0.98299313
4675.51372,0.96442064
4675.52578,0.962852255
4675.53785,0.94017652
4675.54991,0.918314627
4675.56197,0.896799863
4675.57403,0.865102351
4675.5861,0.842302787
4675.59816,0.822531719
4675.61022,0.82347764
4675.62228,0.844071117
4675.63435,0.865741138
4675.64641,0.891183172
4675.65847,0.912833557
4675.67053,0.926482404
4675.6826,0.941469013
4675.69466,0.949002087
4675.70672,0.956680054
4675.71878,0.961918926
4675.73085,0.969484766
4675.74291,0.975953975
4675.75497,0.976817633
4675.76704,0.979833344
4675.7791,0.980264886
4675.79116,0.97863178
4675.80323,0.982196579
4675.81529,0.98051115
4675.82735,0.976375508
4675.83942,0.979102196
4675.85148,0.978530477
4675.86354,0.979535555
4675.87561,0.979702983
4675.88767,0.977817058
4675.89974,0.980074664
4675.9118,0.975727131
4675.92386,0.976192447
4675.93593,0.973842866
4675.94799,0.965037698
4675.96006,0.97123368
4675.97212,0.965834757
4675.98419,0.967978878
4675.99625,0.968606032
4676.00831,0.97187056
4676.02038,0.972124153
4676.03244,0.980119992
4676.04451,0.985593394
4676.05657,0.981103295
4676.06864,0.990220938
4676.0807,0.984149487
4676.09277,0.974227356
4676.10483,0.970023046
4676.1169,0.964132188
4676.12896,0.951185472
4676.14103,0.949046305
4676.15309,0.945243159
4676.16516,0.940023144
4676.17722,0.940348667
4676.18929,0.941619485
4676.20135,0.936894213
4676.21342,0.932928138
4676.22549,0.936232604
4676.23755,0.939369441
4676.24962,0.957332073
4676.26168,0.964531688
4676.27375,0.962308915
4676.28581,0.963974576
4676.29788,0.95446072
4676.30995,0.938574837
4676.32201,0.924412219
4676.33408,0.91038739
4676.34614,0.907458656
4676.35821,0.91788004
4676.37028,0.932506197
4676.38234,0.953632129
4676.39441,0.965802719
4676.40648,0.978555036
4676.41854,0.994232843
4676.43061,0.993054365
4676.44268,0.995860413
4676.45474,0.998710971
4676.46681,0.992848557
4676.47888,0.991823704
4676.49094,0.983257502
4676.50301,0.975591863
4676.51508,0.97172821
4676.52714,0.968995191
4676.53921,0.96539073
4676.55128,0.962089833
4676.56335,0.974904827
4676.57541,0.974214866
4676.58748,0.980408969
4676.59955,0.978370557
4676.61162,0.976803963
4676.62368,0.97063027
4676.63575,0.965172975
4676.64782,0.966728316
4676.65989,0.966488819
4676.67196,0.969197085
4676.68402,0.973649939
4676.69609,0.978923189
4676.70816,0.982873419
4676.72023,0.980871477
4676.7323,0.986077967
4676.74436,0.982513896
4676.75643,0.983174114
4676.7685,0.982522668
4676.78057,0.986785733
4676.79264,0.983575899
4676.80471,0.990881546
4676.81677,0.988392722
4676.82884,0.985396346
4676.84091,0.980003892
4676.85298,0.972473317
4676.86505,0.971255699
4676.87712,0.957323513
4676.88919,0.940220453
4676.90126,0.936921701
4676.91333,0.928633523
4676.92539,0.936066399
4676.93746,0.943184951
4676.94953,0.958264506
4676.9616,0.967074995
4676.97367,0.976658044
4676.98574,0.983185043
4676.99781,0.983312557
4677.00988,0.991659535
4677.02195,0.980731345
4677.03402,0.982357377
4677.04609,0.983891202
4677.05816,0.980877002
4677.07023,0.977186761
4677.0823,0.980394207
4677.09437,0.979722786
4677.10644,0.98466402
4677.11851,0.983687715
4677.13058,0.987841427
4677.14265,0.986447177
4677.15472,0.988396625
4677.16679,0.99070957
4677.17886,0.987586054
4677.19093,0.987693849
4677.203,0.985479286
4677.21507,0.990549501
4677.22714,0.989750067
4677.23922,0.985275914
4677.25129,0.990678385
4677.26336,0.98512862
4677.27543,0.980596204
4677.2875,0.976466632
4677.29957,0.97489961
4677.31164,0.974278547
4677.32371,0.970733666
4677.33578,0.968604739
4677.34786,0.971043101
4677.35993,0.969560554
4677.372,0.96112811
4677.38407,0.952764927
4677.39614,0.94682321
4677.40821,0.939079664
4677.42029,0.936144082
4677.43236,0.93826538
4677.44443,0.943802736
4677.4565,0.944719741
4677.46857,0.942488857
4677.48064,0.950458823
4677.49272,0.951606115
4677.50479,0.943119293
4677.51686,0.945325282
4677.52893,0.934201082
4677.54101,0.919362077
4677.55308,0.887445406
4677.56515,0.859291298
4677.57722,0.835132812
4677.5893,0.828045802
4677.60137,0.833440143
