AFS.py,AFS.R,wv,AFS_rpy.py
0.995324964,0.996247469,5004.277265,0.996247469
0.993642992,0.994568388,5004.287589,0.994568388
0.991007504,0.99193469,5004.297912,0.99193469
0.998107167,0.999045073,5004.308235,0.999045073
0.991258027,0.99219335,5004.318557,0.99219335
0.989891421,0.990829105,5004.328879,0.990829105
0.992988727,0.993932807,5004.3392,0.993932807
0.986021754,0.986962449,5004.349521,0.986962449
1.000661563,1.001619311,5004.359841,1.001619311
0.988434034,0.98938293,5004.37016,0.98938293
1.000700655,1.001664013,5004.380479,1.001664013
1.00386775,1.004838421,5004.390798,1.004838421
0.991283855,0.99225724,5004.401115,0.99225724
0.996588955,0.99758231,5004.411433,0.99758231
0.999724577,1.00073566,5004.421749,1.00073566
0.996427091,0.997449199,5004.432065,0.997449199
0.999525925,1.000556951,5004.442381,1.000556951
0.996232897,0.997274527,5004.452695,0.997274527
0.995129589,0.99618386,5004.46301,0.99618386
0.989405007,0.990466737,5004.473323,0.990466737
0.974284882,0.975343514,5004.483637,0.975343514
0.964064548,0.965124872,5004.493949,0.965124872
0.941486563,0.942534367,5004.504261,0.942534367
0.894996957,0.896004545,5004.514572,0.896004545
0.863521219,0.864504318,5004.524883,0.864504318
0.823077409,0.824024732,5004.535194,0.824024732
0.757537951,0.758419139,5004.545503,0.758419139
0.700857602,0.701681319,5004.555812,0.701681319
0.652701062,0.653475931,5004.566121,0.653475931
0.615532839,0.616265696,5004.576429,0.616265696
0.612098067,0.612833871,5004.586736,0.612833871
0.629624965,0.630388945,5004.597043,0.630388945
0.657317458,0.658122321,5004.607349,0.658122321
0.708732899,0.709608414,5004.617655,0.709608414
0.757281507,0.758225045,5004.62796,0.758225045
0.808161588,0.809176922,5004.638265,0.809176922
0.847906136,0.848980012,5004.648569,0.848980012
0.896671985,0.897816501,5004.658872,0.897816501
0.927388266,0.928580932,5004.669175,0.928580932
0.939808617,0.941026067,5004.679477,0.941026067
0.958694579,0.959945218,5004.689779,0.959945218
0.976484947,0.977767403,5004.70008,0.977767403
0.965813634,0.967090305,5004.71038,0.967090305
0.978334765,0.979636028,5004.72068,0.979636028
0.980990441,0.982302994,5004.730979,0.982302994
0.983625558,0.9849491,5004.741278,0.9849491
0.973435833,0.974752729,5004.751576,0.974752729
0.977247011,0.978575824,5004.761874,0.978575824
0.96563591,0.96695528,5004.772171,0.96695528
0.949904946,0.951208726,5004.782468,0.951208726
0.938762522,0.940056498,5004.792764,0.940056498
0.904479797,0.905731468,5004.803059,0.905731468
0.876912876,0.878130861,5004.813354,0.878130861
0.832966818,0.834127676,5004.823648,0.834127676
0.776850039,0.777936027,5004.833941,0.777936027
0.713244632,0.714244476,5004.844235,0.714244476
0.65784475,0.658769216,5004.854527,0.658769216
0.602584451,0.603433095,5004.864819,0.603433095
0.558011876,0.558799206,5004.87511,0.558799206
0.533465054,0.53421891,5004.885401,0.53421891
0.548828039,0.549604558,5004.895691,0.549604558
0.570861635,0.571670063,5004.905981,0.571670063
0.622859527,0.62374211,5004.91627,0.62374211
0.677238855,0.678198747,5004.926558,0.678198747
0.73237242,0.733410395,5004.936846,0.733410395
0.777161086,0.778262115,5004.947133,0.778262115
0.83355974,0.834739829,5004.95742,0.834739829
0.857449017,0.858661663,5004.967706,0.858661663
0.896374812,0.897640774,5004.977992,0.897640774
0.905464445,0.906741072,5004.988277,0.906741072
0.919483959,0.920777725,5004.998561,0.920777725
0.913493638,0.914775949,5005.008845,0.914775949
0.908649767,0.909921857,5005.019129,0.909921857
0.90731415,0.908580552,5005.029411,0.908580552
0.912338551,0.913607726,5005.039693,0.913607726
0.901137873,0.902386891,5005.049975,0.902386891
0.915040713,0.916303969,5005.060256,0.916303969
0.903493165,0.90473514,5005.070536,0.90473514
0.924435831,0.92570076,5005.080816,0.92570076
0.923950959,0.925209033,5005.091096,0.925209033
0.934478406,0.9357442,5005.101374,0.9357442
0.925836591,0.927083788,5005.111652,0.927083788
0.927108252,0.928349935,5005.12193,0.928349935
0.911458482,0.912671793,5005.132207,0.912671793
0.890619469,0.891797507,5005.142483,0.891797507
0.859321862,0.860450967,5005.152759,0.860450967
0.853883936,0.854998153,5005.163035,0.854998153
0.830869013,0.831945427,5005.173309,0.831945427
0.82282102,0.823874622,5005.183583,0.823874622
0.813078806,0.814106096,5005.193857,0.814106096
0.812231265,0.813246466,5005.20413,0.813246466
0.830172847,0.831195499,5005.214402,0.831195499
0.836989611,0.838004961,5005.224674,0.838004961
0.845755445,0.846764907,5005.234945,0.846764907
0.858342213,0.85934922,5005.245216,0.85934922
0.86856344,0.869564002,5005.255486,0.869564002
0.882145706,0.883142397,5005.265756,0.883142397
0.918248946,0.919265269,5005.276025,0.919265269
0.934447375,0.935459222,5005.286293,0.935459222
0.94828616,0.949289359,5005.296561,0.949289359
0.964707472,0.965703088,5005.306828,0.965703088
0.972353424,0.973330861,5005.317095,0.973330861
0.988720764,0.989687223,5005.327361,0.989687223
0.987883972,0.988821295,5005.337627,0.988821295
0.989328323,0.990237765,5005.347892,0.990237765
0.994089729,0.994973285,5005.358156,0.994973285
0.993274423,0.994126166,5005.36842,0.994126166
0.99366448,0.994484641,5005.378683,0.994484641
0.996605996,0.997395782,5005.388946,0.997395782
1.006391346,1.007155001,5005.399208,1.007155001
0.99468586,0.995394161,5005.409469,0.995394161
1.001057552,1.001722949,5005.41973,1.001722949
0.996218496,0.996832833,5005.429991,0.996832833
0.997507893,0.998074533,5005.440251,0.998074533
0.993516198,0.99403173,5005.45051,0.99403173
0.987696935,0.988160394,5005.460768,0.988160394
0.986998999,0.987412645,5005.471027,0.987412645
0.986126019,0.986489449,5005.481284,0.986489449
0.987254083,0.987567642,5005.491541,0.987567642
0.991902848,0.992167026,5005.501797,0.992167026
1.004184957,1.004400619,5005.512053,1.004400619
1.003471583,1.003634335,5005.522308,1.003634335
1.008454625,1.008564945,5005.532563,1.008564945
1.004481362,1.004537916,5005.542817,1.004537916
1.007397815,1.007400823,5005.553071,1.007400823
0.999297175,0.999246456,5005.563324,0.999246456
1.015177011,1.015070867,5005.573576,1.015070867
1.011485457,1.011325198,5005.583828,1.011325198
1.009141587,1.008926438,5005.594079,1.008926438
1.004335385,1.004066295,5005.60433,1.004066295
1.007602208,1.007277166,5005.61458,1.007277166
0.990563521,0.990189929,5005.624829,0.990189929
0.997466288,0.997035788,5005.635078,0.997035788
0.988731992,0.98825158,5005.645327,0.98825158
0.966628591,0.96610661,5005.655575,0.96610661
0.961183179,0.960612321,5005.665822,0.960612321
0.929660024,0.929057981,5005.676068,0.929057981
0.919587145,0.918942477,5005.686315,0.918942477
0.880039246,0.879375509,5005.69656,0.879375509
0.85933077,0.858637204,5005.706805,0.858637204
0.83909321,0.838371858,5005.717049,0.838371858
0.826760132,0.826006177,5005.727293,0.826006177
0.820046173,0.819255764,5005.737536,0.819255764
0.825624593,0.82478623,5005.747779,0.82478623
0.845534064,0.844632194,5005.758021,0.844632194
0.864668627,0.863702403,5005.768263,0.863702403
0.893303909,0.892260641,5005.778504,0.892260641
0.917696164,0.916578505,5005.788744,0.916578505
0.941194042,0.940001075,5005.798984,0.940001075
0.954418343,0.953161674,5005.809223,0.953161674
0.968241731,0.966919658,5005.819462,0.966919658
0.989808934,0.988409595,5005.8297,0.988409595
0.995609416,0.994154228,5005.839937,0.994154228
1.001416336,0.999905187,5005.850174,0.999905187
0.998655373,0.997101506,5005.860411,0.997101506
1.007893215,1.006278127,5005.870647,1.006278127
0.990209651,0.988560213,5005.880882,0.988560213
0.998523167,0.996797157,5005.891117,0.996797157
0.988121957,0.986352349,5005.901351,0.986352349
0.979502222,0.977687501,5005.911584,0.977687501
0.970800882,0.968942755,5005.921817,0.968942755
0.953687004,0.951803638,5005.932049,0.951803638
0.931131154,0.929246169,5005.942281,0.929246169
0.900879768,0.899003336,5005.952513,0.899003336
0.863415947,0.861565913,5005.962743,0.861565913
0.835908055,0.834067367,5005.972973,0.834067367
0.801374162,0.799562338,5005.983203,0.799562338
0.768526862,0.766744913,5005.993432,0.766744913
0.747566439,0.745797051,5006.00366,0.745797051
0.738105761,0.736319502,5006.013888,0.736319502
0.755442602,0.753570758,5006.024115,0.753570758
0.773425997,0.771465991,5006.034342,0.771465991
0.786843225,0.784807161,5006.044568,0.784807161
0.819154777,0.816988555,5006.054794,0.816988555
0.859207787,0.856887084,5006.065019,0.856887084
0.880694189,0.878271003,5006.075243,0.878271003
0.913801007,0.911237749,5006.085467,0.911237749
0.921194134,0.918563668,5006.09569,0.918563668
0.946605397,0.943851766,5006.105913,0.943851766
0.957607179,0.954768128,5006.116135,0.954768128
0.958088749,0.95519493,5006.126356,0.95519493
0.97128195,0.968294257,5006.136577,0.968294257
0.97621673,0.973159559,5006.146798,0.973159559
0.979608372,0.976486058,5006.157018,0.976486058
0.969478489,0.966334436,5006.167237,0.966334436
0.962736535,0.95956059,5006.177456,0.95956059
0.955563518,0.952357755,5006.187674,0.952357755
0.933969397,0.930783659,5006.197891,0.930783659
0.917571366,0.914389896,5006.208108,0.914389896
0.901306616,0.898130611,5006.218325,0.898130611
0.891620207,0.888427775,5006.22854,0.888427775
0.87903303,0.875835619,5006.238756,0.875835619
0.868314189,0.865106142,5006.24897,0.865106142
0.873339918,0.870063182,5006.259185,0.870063182
0.882628951,0.879266509,5006.269398,0.879266509
0.882004449,0.878593363,5006.279611,0.878593363
0.884833081,0.881359667,5006.289823,0.881359667
0.886664578,0.883132276,5006.300035,0.883132276
0.891966233,0.888360604,5006.310247,0.888360604
0.883023109,0.87940177,5006.320457,0.87940177
0.889896427,0.886194451,5006.330667,0.886194451
0.88188903,0.878168217,5006.340877,0.878168217
0.883340576,0.879561247,5006.351086,0.879561247
0.877775442,0.873967718,5006.361294,0.873967718
0.876819254,0.872963392,5006.371502,0.872963392
0.866398044,0.862536221,5006.38171,0.862536221
0.865150366,0.861242292,5006.391916,0.861242292
0.864360565,0.860404198,5006.402122,0.860404198
0.850151265,0.846208848,5006.412328,0.846208848
0.826724124,0.822840606,5006.422533,0.822840606
0.815942864,0.81206085,5006.432738,0.81206085
0.77597672,0.772238096,5006.442941,0.772238096
0.753600885,0.749924636,5006.453145,0.749924636
0.699698345,0.696242867,5006.463347,0.696242867
0.653623051,0.65035572,5006.47355,0.65035572
0.589681654,0.586698435,5006.483751,0.586698435
0.535114382,0.532375014,5006.493952,0.532375014
0.465913151,0.463500029,5006.504153,0.463500029
0.40773568,0.405599402,5006.514353,0.405599402
0.352130148,0.350264108,5006.524552,0.350264108
0.30140621,0.299790945,5006.534751,0.299790945
0.268627131,0.267171506,5006.544949,0.267171506
0.248614002,0.24725203,5006.555146,0.24725203
0.247124819,0.245756343,5006.565343,0.245756343
0.265546217,0.264060025,5006.57554,0.264060025
0.297020089,0.295340241,5006.585736,0.295340241
0.350776217,0.348771748,5006.595931,0.348771748
0.417309368,0.4149003,5006.606126,0.4149003
0.471890279,0.469138648,5006.61632,0.469138648
0.545105254,0.541895106,5006.626514,0.541895106
0.602025127,0.598445054,5006.636707,0.598445054
0.653669943,0.649745246,5006.646899,0.649745246
0.708550612,0.704255968,5006.657091,0.704255968
0.737194477,0.732684382,5006.667282,0.732684382
0.762456497,0.757748834,5006.677473,0.757748834
0.791352534,0.786422086,5006.687663,0.786422086
0.806822901,0.801751115,5006.697853,0.801751115
0.808061338,0.802937044,5006.708042,0.802937044
0.813622614,0.808418331,5006.718231,0.808418331
0.816606255,0.811338321,5006.728419,0.811338321
0.819991629,0.814657435,5006.738606,0.814657435
0.811179481,0.805858998,5006.748793,0.805858998
0.800722405,0.795427796,5006.758979,0.795427796
0.799192291,0.793865507,5006.769165,0.793865507
0.782940706,0.777681152,5006.77935,0.777681152
0.75524154,0.750128762,5006.789534,0.750128762
0.739340704,0.734297431,5006.799718,0.734297431
0.715239344,0.710323904,5006.809902,0.710323904
0.682458832,0.677734103,5006.820084,0.677734103
0.653689875,0.649131507,5006.830267,0.649131507
0.621676134,0.617310106,5006.840448,0.617310106
0.573021273,0.568968742,5006.850629,0.568968742
0.543615502,0.53974444,5006.86081,0.53974444
0.496929802,0.493367216,5006.87099,0.493367216
0.459924328,0.456605086,5006.881169,0.456605086
0.419520351,0.416472885,5006.891348,0.416472885
0.37794495,0.375181836,5006.901526,0.375181836
0.329029863,0.326609157,5006.911704,0.326609157
0.286897197,0.284773356,5006.921881,0.284773356
0.259167473,0.257237201,5006.932058,0.257237201
0.22093592,0.219280531,5006.942234,0.219280531
0.202022035,0.200499447,5006.952409,0.200499447
0.184753172,0.18335268,5006.962584,0.18335268
0.184158409,0.182754495,5006.972758,0.182754495
0.194102669,0.192614691,5006.982932,0.192614691
0.221330928,0.219624927,5006.993105,0.219624927
0.258865818,0.256859769,5007.003278,0.256859769
0.306150644,0.303765641,5007.01345,0.303765641
0.358267546,0.355462074,5007.023621,0.355462074
0.415261654,0.41199334,5007.033792,0.41199334
0.478144436,0.474362419,5007.043962,0.474362419
0.5259346,0.521754198,5007.054132,0.521754198
0.579479582,0.574851443,5007.064301,0.574851443
0.624177213,0.619168586,5007.07447,0.619168586
0.666247276,0.660876343,5007.084638,0.660876343
0.697498574,0.691850212,5007.094805,0.691850212
0.728163809,0.722240898,5007.104972,0.722240898
0.753583596,0.747427194,5007.115139,0.747427194
0.763774587,0.757508264,5007.125304,0.757508264
0.781929773,0.775487624,5007.135469,0.775487624
0.810327549,0.80362403,5007.145634,0.80362403
0.812360031,0.805612667,5007.155798,0.805612667
0.83028861,0.823365157,5007.165962,0.823365157
0.836714917,0.829710949,5007.176125,0.829710949
0.843820661,0.836730516,5007.186287,0.836730516
0.849648196,0.842482664,5007.196449,0.842482664
0.849066845,0.841880275,5007.20661,0.841880275
0.857104808,0.849824482,5007.216771,0.849824482
0.863445733,0.856086102,5007.226931,0.856086102
0.86092784,0.853564765,5007.23709,0.853564765
0.873240461,0.865747292,5007.247249,0.865747292
0.869345373,0.861861414,5007.257407,0.861861414
0.888558557,0.880884925,5007.267565,0.880884925
0.88806698,0.880373811,5007.277722,0.880373811
0.894879082,0.887103413,5007.287879,0.887103413
0.896412375,0.888592232,5007.298035,0.888592232
0.906365859,0.898426651,5007.308191,0.898426651
0.903971024,0.89602064,5007.318346,0.89602064
0.902180213,0.89421348,5007.3285,0.89421348
0.916481449,0.908357676,5007.338654,0.908357676
0.902636613,0.89460621,5007.348807,0.89460621
0.897554045,0.889536957,5007.35896,0.889536957
0.900967108,0.892887492,5007.369112,0.892887492
0.89990813,0.89180599,5007.379264,0.89180599
0.912516665,0.904268521,5007.389415,0.904268521
0.910592199,0.902329019,5007.399565,0.902329019
0.911344641,0.903042159,5007.409715,0.903042159
0.923657556,0.915209973,5007.419864,0.915209973
0.922441575,0.913972208,5007.430013,0.913972208
0.932483338,0.923888489,5007.440161,0.923888489
0.928333997,0.919744232,5007.450309,0.919744232
0.928085763,0.919465115,5007.460456,0.919465115
0.936008125,0.927280393,5007.470602,0.927280393
0.93403689,0.92529407,5007.480748,0.92529407
0.923032494,0.914359556,5007.490893,0.914359556
0.911954843,0.903353208,5007.501038,0.903353208
0.917948803,0.909257566,5007.511182,0.909257566
0.922744153,0.913987042,5007.521326,0.913987042
0.915412932,0.906699157,5007.531469,0.906699157
0.908842536,0.900158969,5007.541612,0.900158969
0.916567538,0.907777225,5007.551753,0.907777225
0.911002817,0.902233063,5007.561895,0.902233063
0.913616295,0.90478842,5007.572036,0.90478842
0.92231245,0.913367218,5007.582176,0.913367218
0.927624908,0.918594587,5007.592315,0.918594587
0.929103442,0.920025066,5007.602455,0.920025066
0.929871301,0.920751708,5007.612593,0.920751708
0.92838018,0.919241528,5007.622731,0.919241528
0.929013481,0.919834878,5007.632868,0.919834878
0.934663983,0.925395627,5007.643005,0.925395627
0.936967316,0.927642117,5007.653141,0.927642117
0.931519828,0.922215054,5007.663277,0.922215054
0.939817426,0.930395702,5007.673412,0.930395702
0.943483375,0.933990733,5007.683547,0.933990733
0.928696892,0.919319434,5007.693681,0.919319434
0.933056094,0.923600928,5007.703814,0.923600928
0.932361099,0.92287937,5007.713947,0.92287937
0.933905586,0.924374561,5007.724079,0.924374561
0.938553041,0.928940907,5007.734211,0.928940907
0.938055145,0.928414537,5007.744342,0.928414537
0.942167657,0.93245116,5007.754473,0.93245116
0.938452102,0.928740537,5007.764603,0.928740537
0.936295405,0.92657296,5007.774732,0.92657296
0.94490253,0.935057323,5007.784861,0.935057323
0.934333453,0.924565475,5007.79499,0.924565475
0.936208437,0.92638803,5007.805117,0.92638803
0.938460027,0.928583226,5007.815244,0.928583226
0.935540211,0.925661599,5007.825371,0.925661599
0.939349711,0.929398338,5007.835497,0.929398338
0.932061365,0.922155054,5007.845623,0.922155054
0.931350755,0.921420007,5007.855748,0.921420007
0.933466776,0.923481536,5007.865872,0.923481536
0.928444716,0.918481565,5007.875996,0.918481565
0.923151078,0.913213401,5007.886119,0.913213401
0.91895043,0.909026892,5007.896242,0.909026892
0.904412222,0.894615188,5007.906364,0.894615188
0.89016837,0.880495705,5007.916485,0.880495705
0.873886599,0.864361537,5007.926606,0.864361537
0.860732208,0.851321694,5007.936727,0.851321694
0.831041361,0.821936809,5007.946846,0.821936809
0.79577593,0.787040083,5007.956966,0.787040083
0.748926653,0.740680267,5007.967084,0.740680267
0.695011681,0.687335909,5007.977202,0.687335909
0.622483849,0.615588454,5007.98732,0.615588454
0.551116414,0.544993321,5007.997437,0.544993321
0.473676396,0.468398009,5008.007553,0.468398009
0.405565718,0.4010329,5008.017669,0.4010329
0.339679058,0.335871387,5008.027785,0.335871387
0.2867974,0.283573027,5008.037899,0.283573027
0.250637042,0.247810919,5008.048013,0.247810919
0.219287881,0.216807987,5008.058127,0.216807987
0.210102899,0.20771992,5008.06824,0.20771992
0.200823911,0.198540267,5008.078353,0.198540267
0.201102018,0.198811174,5008.088464,0.198811174
0.211205368,0.208794442,5008.098576,0.208794442
0.216814894,0.2143328,5008.108687,0.2143328
0.235698119,0.23299209,5008.118797,0.23299209
0.259956057,0.256962969,5008.128906,0.256962969
0.296937929,0.293509274,5008.139015,0.293509274
0.345319245,0.341320608,5008.149124,0.341320608
0.406447106,0.401727322,5008.159232,0.401727322
0.474280119,0.468757151,5008.169339,0.468757151
0.547844146,0.541446709,5008.179446,0.541446709
0.605984641,0.598888654,5008.189552,0.598888654
0.66412389,0.656325724,5008.199658,0.656325724
0.720683412,0.712198078,5008.209763,0.712198078
0.764333457,0.755309934,5008.219868,0.755309934
0.795848595,0.786427981,5008.229972,0.786427981
0.826608486,0.816798019,5008.240075,0.816798019
0.852886444,0.842737833,5008.250178,0.842737833
0.86502249,0.854703156,5008.26028,0.854703156
0.883557776,0.872990814,5008.270382,0.872990814
0.897420796,0.886661517,5008.280483,0.886661517
0.909540555,0.898609535,5008.290584,0.898609535
0.922635862,0.911521133,5008.300684,0.911521133
0.932638119,0.921376813,5008.310783,0.921376813
0.926012442,0.914805802,5008.320882,0.914805802
0.941004702,0.929591487,5008.33098,0.929591487
0.953491131,0.941901653,5008.341078,0.941901653
0.954008413,0.942388511,5008.351175,0.942388511
0.96334845,0.95159115,5008.361272,0.95159115
0.960499254,0.948753937,5008.371368,0.948753937
0.97566536,0.96371226,5008.381464,0.96371226
0.966935067,0.955067655,5008.391559,0.955067655
0.972653511,0.960695418,5008.401653,0.960695418
0.964015565,0.952144279,5008.411747,0.952144279
0.971781577,0.959796078,5008.42184,0.959796078
0.97212933,0.960121956,5008.431933,0.960121956
0.971511307,0.959495023,5008.442025,0.959495023
0.96827988,0.956288134,5008.452116,0.956288134
0.957980506,0.946102118,5008.462207,0.946102118
0.953477993,0.941642395,5008.472298,0.941642395
0.940414645,0.928729442,5008.482388,0.928729442
0.917291551,0.90588328,5008.492477,0.90588328
0.903659691,0.892411813,5008.502566,0.892411813
0.870217681,0.859378305,5008.512654,0.859378305
0.835019577,0.824612207,5008.522741,0.824612207
0.79260095,0.782717147,5008.532828,0.782717147
0.760457385,0.750970428,5008.542915,0.750970428
0.72373352,0.714701791,5008.553001,0.714701791
0.70415601,0.695366606,5008.563086,0.695366606
0.688759624,0.680161271,5008.573171,0.680161271
0.696269584,0.687577145,5008.583255,0.687577145
0.717484079,0.70852726,5008.593339,0.70852726
0.755096315,0.745671276,5008.603422,0.745671276
0.794537439,0.784622322,5008.613504,0.784622322
0.826725057,0.816411405,5008.623586,0.816411405
0.860343652,0.849619382,5008.633668,0.849619382
0.892828337,0.881707841,5008.643748,0.881707841
0.924791158,0.913279166,5008.653829,0.913279166
0.938916063,0.927238179,5008.663908,0.927238179
0.956095215,0.944212322,5008.673988,0.944212322
0.958987236,0.947081112,5008.684066,0.947081112
0.975429493,0.963330956,5008.694144,0.963330956
0.990503059,0.978237007,5008.704222,0.978237007
0.988469156,0.976248221,5008.714298,0.976248221
0.990486497,0.978261121,5008.724375,0.978261121
0.983518028,0.971394744,5008.73445,0.971394744
0.988742288,0.976566163,5008.744526,0.976566163
0.998890757,0.986602151,5008.7546,0.986602151
0.999451222,0.987169058,5008.764674,0.987169058
1.001174153,0.988852643,5008.774748,0.988852643
1.002821209,0.990461964,5008.784821,0.990461964
1.001552195,0.989191889,5008.794893,0.989191889
0.996728693,0.984408868,5008.804965,0.984408868
0.995998247,0.983669319,5008.815036,0.983669319
0.989438341,0.977173497,5008.825107,0.977173497
0.979085799,0.966933237,5008.835177,0.966933237
0.982057796,0.969853145,5008.845246,0.969853145
0.980406285,0.968207874,5008.855315,0.968207874
0.973178997,0.961057213,5008.865384,0.961057213
0.971876856,0.959758889,5008.875452,0.959758889
0.971729639,0.959601977,5008.885519,0.959601977
0.974920832,0.962742639,5008.895586,0.962742639
0.973623799,0.96145197,5008.905652,0.96145197
0.973086804,0.960912694,5008.915717,0.960912694
0.973833214,0.961641588,5008.925782,0.961641588
0.979430397,0.967161282,5008.935847,0.967161282
0.982651748,0.97033563,5008.945911,0.97033563
0.987273546,0.974893589,5008.955974,0.974893589
0.980929725,0.968624182,5008.966037,0.968624182
0.988276565,0.9758744,5008.976099,0.9758744
0.999656967,0.987108431,5008.986161,0.987108431
0.996411868,0.983908783,5008.996222,0.983908783
0.998095628,0.98557676,5009.006282,0.98557676
0.989500771,0.977095617,5009.016342,0.977095617
0.98758556,0.975211027,5009.026402,0.975211027
0.995067087,0.982606158,5009.03646,0.982606158
0.994426581,0.981981711,5009.046519,0.981981711
0.991574927,0.979174469,5009.056576,0.979174469
1.000002496,0.987506187,5009.066634,0.987506187
1.002110863,0.989614698,5009.07669,0.989614698
1.013233289,1.000622804,5009.086746,1.000622804
1.009897295,0.997353222,5009.096802,0.997353222
1.01218573,0.999638788,5009.106856,0.999638788
1.005215811,0.992781276,5009.116911,0.992781276
1.004939468,0.992533854,5009.126965,0.992533854
1.012343112,0.999871739,5009.137018,0.999871739
1.016751593,1.004257297,5009.14707,1.004257297
1.003918012,0.991618027,5009.157122,0.991618027
1.021578268,1.009099898,5009.167174,1.009099898
1.009763601,0.997462898,5009.177225,0.997462898
1.016665446,1.004315146,5009.187275,1.004315146
1.007834675,0.995626721,5009.197325,0.995626721
1.00922538,0.997036586,5009.207374,0.997036586
1.013091055,1.000892606,5009.217423,1.000892606
1.016145774,1.003948569,5009.227471,1.003948569
1.011856297,0.999749316,5009.237519,0.999749316
1.010032511,0.997986872,5009.247566,0.997986872
1.007672567,0.995695343,5009.257612,0.995695343
1.017446716,1.005394816,5009.267658,1.005394816
1.01285745,1.0008798,5009.277703,1.0008798
1.008503344,0.996597801,5009.287748,0.996597801
1.004049477,0.992217832,5009.297792,0.992217832
1.00545381,0.993626348,5009.307836,0.993626348
0.999687563,0.987946876,5009.317879,0.987946876
1.00990542,0.99806161,5009.327921,0.99806161
1.01252008,1.000659702,5009.337963,1.000659702
1.010667968,0.998843903,5009.348005,0.998843903
1.004842024,0.993101196,5009.358045,0.993101196
1.00077518,0.989097434,5009.368086,0.989097434
0.996124799,0.98451735,5009.378125,0.98451735
0.990170497,0.97864891,5009.388164,0.97864891
0.987335995,0.975864361,5009.398203,0.975864361
0.968844285,0.957604684,5009.408241,0.957604684
0.949708305,0.93870806,5009.418278,0.93870806
0.929357646,0.918610611,5009.428315,0.918610611
0.905136991,0.894687572,5009.438352,0.894687572
0.8845785,0.874384027,5009.448387,0.874384027
0.857136659,0.847275969,5009.458423,0.847275969
0.835551187,0.825956349,5009.468457,0.825956349
0.828947461,0.819446286,5009.478491,0.819446286
0.828942928,0.819460073,5009.488525,0.819460073
0.835375236,0.825837644,5009.498558,0.825837644
0.85407255,0.844341198,5009.50859,0.844341198
0.894262998,0.884094808,5009.518622,0.884094808
0.908337385,0.898031047,5009.528653,0.898031047
0.92029489,0.909875509,5009.538684,0.909875509
0.942651321,0.932002465,5009.548714,0.932002465
0.963142259,0.952286538,5009.558743,0.952286538
0.981657256,0.970618401,5009.568772,0.970618401
0.993872755,0.982722861,5009.578801,0.982722861
0.996957992,0.985800339,5009.588829,0.985800339
0.993102256,0.982014934,5009.598856,0.982014934
1.004525479,0.99333854,5009.608883,0.99333854
1.000852554,0.989734738,5009.618909,0.989734738
1.004976159,0.993841263,5009.628934,0.993841263
0.999141797,0.98810048,5009.63896,0.98810048
0.996693715,0.985708665,5009.648984,0.985708665
1.002307494,0.991297674,5009.659008,0.991297674
1.003556507,0.992572383,5009.669031,0.992572383
0.989853711,0.979059075,5009.679054,0.979059075
1.003348242,0.99244711,5009.689076,0.99244711
1.006191088,0.995300458,5009.699098,0.995300458
1.002514671,0.991705654,5009.709119,0.991705654
0.99958533,0.988850162,5009.71914,0.988850162
1.004553308,0.993807809,5009.72916,0.993807809
0.999568202,0.988919364,5009.739179,0.988919364
1.009810522,0.999096866,5009.749198,0.999096866
1.018134612,1.007377803,5009.759216,1.007377803
1.004118034,0.993568346,5009.769234,0.993568346
1.010983225,1.000421296,5009.779251,1.000421296
1.005038292,0.994598444,5009.789268,0.994598444
1.007810756,0.997402665,5009.799284,0.997402665
1.011701923,1.00131484,5009.809299,1.00131484
1.006471176,0.996199066,5009.819314,0.996199066
1.019466198,1.009117369,5009.829329,1.009117369
1.00874854,0.99855706,5009.839343,0.99855706
1.008035428,0.997899964,5009.849356,0.997899964
1.016249914,1.006092408,5009.859369,1.006092408
1.002968888,0.993021598,5009.869381,0.993021598
1.014404676,1.004417603,5009.879392,1.004417603
1.009984917,1.000008951,5009.889403,1.000008951
1.010060104,1.000051312,5009.899414,1.000051312
0.999887629,0.989948204,5009.909424,0.989948204
1.0079776,0.997926394,5009.919433,0.997926394
1.003074833,0.993041628,5009.929442,0.993041628
1.005906542,0.995814359,5009.93945,0.995814359
0.992815588,0.982824806,5009.949457,0.982824806
0.995623478,0.985574726,5009.959465,0.985574726
1.000737532,0.990607616,5009.969471,0.990607616
0.99382291,0.983733951,5009.979477,0.983733951
0.989470976,0.979397594,5009.989482,0.979397594
0.990287649,0.980177631,5009.999487,0.980177631
0.978472285,0.968455206,5010.009492,0.968455206
0.984940744,0.974829878,5010.019495,0.974829878
0.978000019,0.967933324,5010.029498,0.967933324
0.987887683,0.977692155,5010.039501,0.977692155
0.983439589,0.973263326,5010.049503,0.973263326
0.995756158,0.985425767,5010.059504,0.985425767
0.984400295,0.974161625,5010.069505,0.974161625
0.99539038,0.985011311,5010.079506,0.985011311
1.000996317,0.990532846,5010.089505,0.990532846
1.004799171,0.994270187,5010.099505,0.994270187
1.008637634,0.998042858,5010.109503,0.998042858
0.999917174,0.989388929,5010.119501,0.989388929
1.004161399,0.993563571,5010.129499,0.993563571
1.004429269,0.993803991,5010.139496,0.993803991
1.008493259,0.997800545,5010.149492,0.997800545
1.0054991,0.994814031,5010.159488,0.994814031
1.003643967,0.992954825,5010.169484,0.992954825
1.000122329,0.989447262,5010.179478,0.989447262
